[adrep] kato.ttd.psynet.gg:3954
[wap-wsp] api-staging.analytics.psynet.gg:9200
[wap-wsp] api-test.analytics.psynet.gg:9200
[wap-wsp] atlantis.ttd.psynet.gg:9200
[wap-wsp] config.psynet.gg:9200
[wap-wsp] kato.ttd.psynet.gg:9200
[wap-wsp] proxy.psynet.gg:9200
[wap-wsp] psychart.ttd.psynet.gg:9200
[wap-wsp] temp.rlpp.psynet.gg:9200
[wap-wsp] test.config.psynet.gg:9200
[wap-wsp] ttd.psynet.gg:9200
[wap-wsp] ws.devallyn.psynet.gg:9200
[wap-wsp] ws.rlbt.psynet.gg:9200
[wap-wsp] ws.rlmlt.psynet.gg:9200
[wap-wsp] ws.rlmp.psynet.gg:9200
[wap-wsp] ws.rlms.psynet.gg:9200
[wap-wsp] ws.rlmt.psynet.gg:9200
[wap-wsp] ws.rlpc.psynet.gg:9200
[wap-wsp] ws.rlplt.psynet.gg:9200
[wap-wsp] ws.rlpp.psynet.gg:9200
[wap-wsp] ws.rl-proto-buzz.psynet.gg:9200
[wap-wsp] ws.rlps-cert.psynet.gg:9200
[wap-wsp] ws.rlps.psynet.gg:9200
[wap-wsp] ws.rlpt.psynet.gg:9200
[whois] api.analytics.psynet.gg:43
[whois] api.devallyn.psynet.gg:43
[whois] api.loadtest.psynet.gg:43
[whois] api.rlbt.psynet.gg:43
[whois] api.rlmlt.psynet.gg:43
[whois] api.rlmp.psynet.gg:43
[whois] api.rlms.psynet.gg:43
[whois] api.rlmt.psynet.gg:43
[whois] api.rlpc.psynet.gg:43
[whois] api.rlplt.psynet.gg:43
[whois] api.rlpp.psynet.gg:43
[whois] api.rl-proto-buzz.psynet.gg:43
[whois] api.rlps-cert.psynet.gg:43
[whois] api.rlps.psynet.gg:43
[whois] api.rlpt.psynet.gg:43
[whois] api-staging.analytics.psynet.gg:43
[whois] api-test.analytics.psynet.gg:43
[whois] atlantis.ttd.psynet.gg:43
[whois] config.psynet.gg:43
[whois] kato.ttd.psynet.gg:43
[whois] proxy.psynet.gg:43
[whois] psychart.ttd.psynet.gg:43
[whois] temp.rlpp.psynet.gg:43
[whois] test.config.psynet.gg:43
[whois] ttd.psynet.gg:43
[whois] ws.loadtest.psynet.gg:43
[whois] ws.rlbt.psynet.gg:43
[whois] ws.rlmlt.psynet.gg:43
[whois] ws.rlmp.psynet.gg:43
[whois] ws.rlms.psynet.gg:43
[whois] ws.rlmt.psynet.gg:43
[whois] ws.rlpc.psynet.gg:43
[whois] ws.rlplt.psynet.gg:43
[whois] ws.rlpp.psynet.gg:43
[whois] ws.rl-proto-buzz.psynet.gg:43
[whois] ws.rlps-cert.psynet.gg:43
[whois] ws.rlps.psynet.gg:43
[whois] ws.rlpt.psynet.gg:43
[] ws.rlmlt.psynet.gg:8863
[] ws.rlms.psynet.gg:8863
[] ws.rlplt.psynet.gg:8863
[] ws.rl-proto-buzz.psynet.gg:8863
[X11] kato.ttd.psynet.gg:6000
[XmlIpcRegSvc] api.analytics.psynet.gg:9092
[XmlIpcRegSvc] api.rlpc.psynet.gg:9092
[XmlIpcRegSvc] api.rl-proto-buzz.psynet.gg:9092
[XmlIpcRegSvc] atlantis.ttd.psynet.gg:9092
[XmlIpcRegSvc] test.config.psynet.gg:9092
[XmlIpcRegSvc] ws.rlmp.psynet.gg:9092
[XmlIpcRegSvc] ws.rlms.psynet.gg:9092
[XmlIpcRegSvc] ws.rl-proto-buzz.psynet.gg:9092
[XmlIpcRegSvc] ws.rlpt.psynet.gg:9092
[xmpp-client] api.analytics.psynet.gg:5222
[xmpp-client] api.devallyn.psynet.gg:5222
[xmpp-client] api.loadtest.psynet.gg:5222
[xmpp-client] api.rlbt.psynet.gg:5222
[xmpp-client] api.rlmlt.psynet.gg:5222
[xmpp-client] api.rlmp.psynet.gg:5222
[xmpp-client] api.rlms.psynet.gg:5222
[xmpp-client] api.rlmt.psynet.gg:5222
[xmpp-client] api.rlpc.psynet.gg:5222
[xmpp-client] api.rlplt.psynet.gg:5222
[xmpp-client] api.rl-proto-buzz.psynet.gg:5222
[xmpp-client] api.rlps-cert.psynet.gg:5222
[xmpp-client] api.rlps.psynet.gg:5222
[xmpp-client] api.rlpt.psynet.gg:5222
[xmpp-client] api-staging.analytics.psynet.gg:5222
[xmpp-client] api-test.analytics.psynet.gg:5222
[xmpp-client] atlantis.ttd.psynet.gg:5222
[xmpp-client] config.psynet.gg:5222
[xmpp-client] kato.ttd.psynet.gg:5222
[xmpp-client] proxy.psynet.gg:5222
[xmpp-client] psychart.ttd.psynet.gg:5222
[xmpp-client] test.config.psynet.gg:5222
[xmpp-client] ttd.psynet.gg:5222
[xmpp-client] ws.devallyn.psynet.gg:5222
[xmpp-client] ws.rlbt.psynet.gg:5222
[xmpp-client] ws.rlmlt.psynet.gg:5222
[xmpp-client] ws.rlmp.psynet.gg:5222
[xmpp-client] ws.rlms.psynet.gg:5222
[xmpp-client] ws.rlmt.psynet.gg:5222
[xmpp-client] ws.rlpc.psynet.gg:5222
[xmpp-client] ws.rlplt.psynet.gg:5222
[xmpp-client] ws.rlpp.psynet.gg:5222
[xmpp-client] ws.rl-proto-buzz.psynet.gg:5222
[xmpp-client] ws.rlps-cert.psynet.gg:5222
[xmpp-client] ws.rlps.psynet.gg:5222
[xmpp-client] ws.rlpt.psynet.gg:5222
